name,title,male,culture,date_of_birth,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,mother_is_alive,father_is_alive,heir_is_alive,spouse_is_alive,married,nobility,age,number_of_dead_relations,child_of
Jacks,,0,northmen,,,,,House Stark,,1,1,1,1,0,,,,,0,0,,0,
Janei Lannister,,0,,296.0,,,,House Lannister,,1,1,1,1,1,,,,,0,0,9.0,0,
Jammos Frey,Ser,1,,266.0,,,,House Frey,Sallei Paege,0,1,1,1,1,,,,1.0,1,1,39.0,0,
Janna Tyrell,,0,,,,,,House Tyrell,Jon Fossoway,1,1,1,1,1,,,,1.0,1,0,,0,
Jaremy Rykker,First Ranger,1,,,,,,Night's Watch,,1,1,1,0,1,,,,,0,1,,0,
Jarl,,1,Free Folk,,,,,,,0,0,1,1,1,,,,,0,0,,0,
Jason Lannister,Ser,1,,,Rohanne Webber,Gerold Lannister,,House Lannister,Marla Prester,0,0,0,0,0,,,,1.0,1,1,,0,
Jasper Arryn,Eyrie,1,,,,,,House Arryn,,0,0,0,1,0,,,,,0,1,,1,
Jasper Redfort,Ser,0,Valemen,,,,,House Redfort,,0,0,0,1,1,,,,,0,1,,0,
Jeren,,1,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,
Jeyne Arryn,Eyrie,0,Vale,,,,,House Arryn,,0,0,0,0,0,,,,,0,1,,0,
Jeyne Beesbury,,0,,,,,,House Beesbury,Rhaegar Frey,0,1,1,1,0,,,,0.0,1,0,,0,
Jeyne Darry,,1,Westeros,,,,,House Darry,Cleos Frey,0,0,1,1,0,,,,0.0,1,0,,0,
Jeyne Goodbrook,,0,,293.0,,,,House Goodbrook,,0,1,1,1,0,,,,,0,0,12.0,0,
Jeyne Rivers,,0,,,,,,House Frey,,0,1,1,1,1,,,,,0,0,,0,
Jeyne Lydden,,0,,,,,,House Lydden,Stevron Frey,0,1,1,1,0,,,,0.0,1,0,,0,
Joffrey Lonmouth,Ser,1,,99.0,,,,House Lonmouth,,0,0,0,0,0,,,,,0,1,15.0,0,
Joffrey Caswell,Bitterbridge,1,,190.0,,,,House Caswell,,0,0,0,0,0,,,,,0,1,100.0,0,
Jon Bettley,Ser,0,,,,,,House Bettley,,0,0,0,1,1,,,,,0,1,,0,
Jon Brax,,0,,296.0,,,,House Brax,,0,1,1,1,0,,,,,0,0,9.0,0,
Jon Lynderly,Lord of the Snakewood,0,,,,,,House Lynderly,,0,0,0,1,1,,,,,0,1,,0,
Jon Myre,,0,Ironborn,,,,,House Myre,,0,0,1,1,1,,,,,0,0,,0,
Jon Redfort,Ser,0,Valemen,,,,,House Redfort,,0,0,0,1,1,,,,,0,1,,0,
Jon Wylde,Ser,1,,,,,,House Wylde,Elyana Vypren,0,1,1,1,0,,,,1.0,1,1,,0,
Jonos Stark,King in the North,1,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,1,,0,
Jonos Frey,,0,,291.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,14.0,0,
Jonnel Stark,Winterfell,1,,,Lynara Stark,Cregan Stark,,House Stark,Robyn Ryswell,0,1,0,0,0,,,,1.0,1,1,,0,
Joramun,King-Beyond-the-Wall,1,Free Folk,,,,,,,0,1,1,0,0,,,,,0,1,,0,
Jorah Stark,King in the North,1,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,1,,0,
Jonothor Darry,Ser,1,,,,,,House Darry,,0,0,1,1,0,,,,,0,1,,1,
Jorelle Mormont,,0,Northmen,278.0,,,,House Mormont,,0,0,0,1,1,,,,,0,0,27.0,0,
Jyana,,0,Crannogmen,,,,,House Reed,Howland Reed,0,0,0,1,1,,,,1.0,1,0,,0,
Joy Hill,,0,,288.0,,,,House Lannister,,1,1,1,1,1,,,,,0,0,17.0,0,
Jyanna Frey,,0,,,,,,House Frey,Benfrey Frey,0,1,1,1,0,,,,0.0,1,0,,0,
Kaeth,Grand Maester,1,,175.0,,,,,,0,0,1,1,0,,,,,0,1,82.0,0,
Jynessa Blackmont,,0,Dornish,,,,,House Blackmont,,0,0,1,1,0,,,,,0,0,,0,
Karlon Stark,Karl's Hold,1,Northmen,,,,,House Stark,,0,0,1,0,0,,,,,0,1,,0,
Kedge Whiteye,,1,,251.0,,,,Night's Watch,,0,1,1,1,1,,,,,0,0,54.0,0,
Kennos of Kayce,Ser,1,,,,,,House Kenning of Kayce,,0,0,1,1,1,,,,,0,1,,0,
Kezmya,Cupbearer,0,Ghiscari,,,,,House of Pahl,,0,0,0,0,1,,,,,0,1,,0,
Kyra,,1,,280.0,,,,House Stark,,1,1,0,1,1,,,,,0,0,20.0,0,
Kyra Frey,,0,,262.0,,,,House Frey,Garse Goodbrook,0,1,1,1,0,,,,1.0,1,0,43.0,0,
Lambert Turnberry,Ser,1,,,,,,House Turnberry,,0,0,0,1,1,,,,,0,1,,0,
Lark,,1,Sistermen,,,,,Night's Watch,,0,1,1,0,0,,,,,0,0,,0,
Larence Snow,,1,Northmen,286.0,,,,House Hornwood,,0,1,1,1,0,,,,,0,0,19.0,0,
Larra Blackmont,Blackmont,0,Dornish,,,,,House Blackmont,,0,0,1,1,1,,,,,0,1,,0,
Lanna Lannister,,0,,,Shiera Crakehall,Damion Lannister,,House Lannister,Antario Jast,0,0,1,1,1,,,,1.0,1,0,,0,
Leathers,Master-at-Arms,1,Wildling,259.0,,,,Night's Watch,,0,0,0,0,1,,,,,0,1,46.0,0,
Left Hand Lew,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,
Leo Lefford,Golden Tooth,1,,,,,,House Lefford,,1,1,1,1,1,,,,,0,1,,0,
Leo Blackbar,Ser,1,,,,,,House Blackbar,Olene Tyrell,0,0,1,1,0,,,,1.0,1,1,,0,
Leona Woolfield,,0,,,,,,House Woolfield,Wylis Manderly,0,0,0,1,1,,,,1.0,1,0,,0,
Leonette Fossoway,Lady,0,,,,,,House Fossoway,Garlan Tyrell,0,0,1,1,1,,,,1.0,1,1,,0,
Leonella Lefford,,0,,,,,,House Lefford,Lothar Frey,0,1,1,1,0,,,,1.0,1,0,,0,
Lester Morrigen,Lord of Crows Nest,0,,,,,,House Morrigen,,0,0,1,1,1,,,,,0,1,,0,
Lewys the Fishwife,,0,,,,,,House Baratheon of Dragonstone,,0,0,0,0,0,,,,,0,0,,0,
Lewys Lydden,Lord of the Deep Den,0,,,,,,House Lydden,,1,1,1,1,1,,,,,0,1,,0,
Leslyn Haigh,Ser,0,,,,,,House Haigh,Perriane Frey,0,1,1,1,1,,,,1.0,1,1,,0,
Lomas Estermont,Ser,0,Stormlands,,,,,House Estermont,,0,1,1,1,1,,,,,0,1,,0,
Lorent Marbrand,Ser,1,Westerman,,,,,House Marbrand,,0,0,0,0,0,,,,,0,1,,0,
Loreza Sand,,0,Dorne,293.0,Ellaria Sand,Oberyn Martell,,House Martell,,0,0,1,1,1,,,,,0,0,12.0,1,
Lothar Mallery,Lord,0,,,,,,House Mallery,,1,0,1,0,0,,,,,0,1,,0,
Lucas Corbray,Ser,0,,,,,,House Corbray,,0,0,0,1,1,,,,,0,1,,0,
Lucas Codd,,0,Ironborn,,,,,House Codd,,0,0,0,1,1,,,,,0,0,,0,
Luceon Frey,Septon,1,,249.0,,,,Faith of the Seven,,0,1,1,1,1,,,,,0,0,56.0,0,
Lucias Vypren,Lord,1,,,,,,House Vypren,Lythene Frey,0,1,1,1,1,,,,1.0,1,1,,0,
Lucos Chyttering,Lord,1,,283.0,,,,House Chyttering,,0,0,1,1,0,,,,,0,1,22.0,0,
Lucion Lannister,Ser,0,,,Shiera Crakehall,Damion Lannister,,House Lannister,,0,0,1,1,1,,,,,0,1,,0,
Luthor Tyrell,Lord Paramount of the Mander,1,Reach,,Unknown mother Tyrell,Unknown father Tyrell,,House Tyrell,Olenna Redwyne,0,0,1,0,0,,,,1.0,1,1,,1,
Lyanna Mormont,,1,Northmen,290.0,,,,House Mormont,,0,0,0,1,1,,,,,0,0,15.0,1,
Lyessa Flint,Widow's Watch,0,Northmen,,,,,House Flint of Widow's Watch,,0,1,1,1,1,,,,,0,1,,0,
Lyman Beesbury,Master of coin,1,,48.0,,,,House Beesbury,,0,0,0,0,0,,,,,0,1,81.0,0,
Lymond Goodbrook,Lord,1,,,,,,House Goodbrook,,0,0,1,1,1,,,,,0,1,,0,
Lyman Darry,Lord of Darry,0,,290.0,,,,House Darry,,1,1,0,0,0,,,,,0,1,9.0,0,
Lymond Lychester,Castle Lychester,1,Rivermen,,,,,House Lychester,,0,0,1,1,0,,,,,0,1,,0,
Lymond Vikary,Ser,1,,,,,,House Vikary,,0,1,1,1,1,,,,,0,1,,0,
Lyonel Selmy,Ser,1,,,,,,House Selmy,,0,0,1,0,0,,,,,0,1,,0,
Aggo,,0,Dothraki,,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,,0,
Alys Karstark,,0,Northmen,284.0,,,,House Karstark,Sigorn,0,0,1,1,1,,,,1.0,1,0,21.0,0,
Cleos Frey,Ser,1,,258.0,Genna Lannister,Emmon Frey,,House Frey,Jeyne Darry,1,1,1,1,1,,,,1.0,1,1,41.0,0,
Dontos Hollard,Ser,1,,261.0,,,,House Hollard,,1,1,1,1,0,,,,,0,1,39.0,0,
Craster,,1,Free Folk,,,,,,,0,1,1,1,1,,,,,0,0,,0,
Dale Seaworth,Wraith,1,,,,,,House Seaworth,,0,1,1,1,1,,,,,0,1,,0,
Denys Mallister,Ser,1,,245.0,,,,House Mallister,,1,1,1,1,1,,,,,0,1,60.0,0,
Edric Storm,,1,,287.0,,,,House Baratheon,,1,1,1,1,1,,,,,0,0,18.0,0,
Hosteen Frey,Ser,1,,249.0,,,,House Frey,Bellena Hawick,1,1,1,1,1,,,,1.0,1,1,56.0,0,
Lyonel Corbray,Heart's Home,1,,260.0,,,,House Corbray,,0,0,0,1,1,,,,,0,1,45.0,0,
Lyonel Frey,Ser,0,,259.0,Genna Lannister,Emmon Frey,,House Frey of Riverrun,Melesa Crakehall,0,1,1,1,1,,,,1.0,1,1,46.0,0,
Lyonel Strong,Harrenhal,1,,,,,,House Strong,1st: unknown2nd: unknown3rd: unknown,0,0,0,0,0,,,,1.0,1,1,,0,
Lythene Frey,,0,,251.0,,,,House Frey,Lucias Vypren,0,1,1,1,1,,,,1.0,1,0,54.0,0,
Lyra Mormont,,0,Northmen,277.0,,,,House Mormont,,0,0,0,1,1,,,,,0,0,28.0,0,
Maegelle Frey,,0,,249.0,Jeyne Lydden,Stevron Frey,,House Frey,Dafyn Vance,0,1,1,1,0,,,,1.0,1,0,56.0,0,
Mallador Locke,Ser,1,,,,,,Night's Watch,,0,1,1,0,0,,,,,0,1,,0,
Malwyn Frey,,1,,284.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,21.0,0,
Manfrey Martell,Ser,0,Dornishmen,,,,,House Martell,,0,0,0,1,1,,,,,0,1,,0,
Margot Lannister,Starpike,0,,,,,,House Lannister,Titus Peake,0,0,1,1,1,,,,1.0,1,1,,0,
Maric Seaworth,Oarmaster,1,,,,,,House Seaworth,,0,1,1,1,1,,,,,0,1,,0,
Marianne Vance,,0,,262.0,Maegelle Frey,Dafyn Vance,,House Vance,,0,1,1,1,0,,,,,0,0,43.0,0,
Mariya Darry,,0,,,,,,House Darry,Merrett Frey,0,1,1,1,0,,,,0.0,1,0,,0,
Marissa Frey,,0,,286.0,Mariya Darry,Merrett Frey,,House Frey,,0,1,1,1,0,,,,,0,0,19.0,0,
Maron Martell,Prince of Dorne,1,Dornish,,,,,House Martell,Daenerys Targaryen,0,0,0,1,1,,,,1.0,1,1,,5,
Maron Volmark,Volmark,1,Ironborn,283.0,,,,House Volmark,,0,0,1,1,1,,,,,0,1,22.0,0,
Marq Rankenfell,Lord Commander of the Night's Watch,1,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,1,,0,
Marsella Waynwood,,0,,,,,,House Waynwood,Stevron Frey,0,1,1,1,0,,,,0.0,1,0,,0,
Matarys Targaryen,Prince,1,,184.0,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,25.0,0,
Martyn Rivers,,0,,,,,,House Frey,,1,1,1,1,1,,,,,0,0,,0,
Martyn Lannister,,1,,285.0,,,,House Lannister,,0,1,1,1,1,,,,,0,0,20.0,5,
Marwyn Belmore,Ser,1,,,,,,House Belmore,,0,1,1,1,0,,,,,0,1,,0,
Mathis Frey,,0,,294.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,11.0,0,
Matthar,,1,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,
Mawney,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,
Medgar Tully,Lord Paramount of the Trident,1,Rivermen,,,,,House Tully,,0,0,0,0,0,,,,,0,1,,0,
Medger Cerwyn,Cerwyn,1,Northmen,,,,,House Cerwyn,,1,1,0,0,0,,,,,0,1,,1,
Megga Tyrell,,0,,286.0,,,,House Tyrell,,0,0,1,1,1,,,,,0,0,19.0,0,
Meldred Merlyn,Lord of Pebbleton,0,Ironborn,,,,,House Merlyn,,0,1,1,1,1,,,,,0,1,,0,
Melesa Crakehall,,0,,,,,,House Crakehall,Lyonel Frey,0,1,1,1,0,,,,1.0,1,0,,0,
Melara Crane,,0,,,,,,House Crane,Alester Florent,0,1,1,1,0,,,,0.0,1,0,,0,
Melessa Florent,,0,,,,,,House Florent,Randyll Tarly,0,1,1,1,0,,,,1.0,1,0,,0,
Mellara Rivers,,0,,,,,,House Frey,,0,1,1,1,1,,,,,0,0,,0,
Melwyn Sarsfield,Ser,1,,,,,,House Sarsfield,Shierle Swyft,0,0,1,1,0,,,,1.0,1,1,,0,
Melwys Rivers,Maester,0,,,,,,,,0,1,1,1,1,,,,,0,1,,0,
Meredyth Crane,,0,,,,,,House Crane,,0,0,1,1,1,,,,,0,0,,0,
Merianne Frey,,0,,288.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,17.0,0,
Merlon Crakehall,Ser,1,,,,,,House Crakehall,,0,0,1,1,0,,,,,0,1,,0,
Mezzara,Cupbearer,1,Ghiscari,,,,,House of Merreq,,0,0,0,0,1,,,,,0,1,,0,
Mina Tyrell,,0,,,Olenna Redwyne,Luthor Tyrell,,House Tyrell,Paxter Redwyne,1,1,1,1,1,,,,1.0,1,0,,0,
Moelle,Septa,0,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,
Monterys Velaryon,Lord of the Tides,1,,293.0,,,,House Velaryon,,0,0,1,1,0,,,,,0,1,12.0,0,
Moredo Prestayn,Tradesman-Captain,1,Braavosi,,,,,,,0,0,0,1,0,,,,,0,1,,0,
Monford Velaryon,Lord of the Tides,1,Valyrian,,,,,House Velaryon,,0,1,1,0,0,,,,,0,1,,0,
Moribald Chester,Greenshield,0,,,,,,House Chester,,0,0,0,1,1,,,,,0,1,,0,
Morton Waynwood,Ser,1,,,,,,House Waynwood,,1,1,1,1,1,,,,,0,1,,0,
Morya Frey,Lady,0,,268.0,,,,House Frey,Flement Brax,0,1,1,1,1,,,,1.0,1,1,37.0,0,
Mullin,Maester,0,,,,,,Night's Watch,,0,1,1,1,1,,,,,0,1,,0,
Moryn Tyrell,,1,,,Unknown mother Tyrell,Unknown father Tyrell,,House Tyrell,,1,1,1,1,1,,,,,0,0,,0,
Munda,,1,Free Folk,,,,,,Longspear Ryk,0,0,1,1,1,,,,1.0,1,0,,0,
Muttering Bill,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,
Mushroom,,1,,,,,,House Targaryen,,0,0,0,0,0,,,,,0,0,,0,
Murmison,Septon,1,,,,,,Faith of the Seven,,0,0,1,0,0,,,,,0,0,,0,
Mylenda Caron,,1,,258.0,,,,House Caron,Petyr Frey,0,1,1,1,0,,,,0.0,1,0,47.0,0,
Myles Smallwood,Hand of the King,1,,,,,,House Smallwood,,0,0,1,0,0,,,,,0,1,,0,
Myles Mooton,Ser,1,,,,,,House Mooton,,0,0,1,1,0,,,,,0,1,,0,
Myria Jordayne,,1,Dornish,,,,,House Jordayne,,0,0,1,1,1,,,,,0,0,,0,
Myles Manwoody,Ser,1,,,,,,House Manwoody,,0,0,1,1,0,,,,,0,1,,0,
Mysaria,Mistress of whisperers,0,Lysene,,,,,,,0,0,0,0,0,,,,,0,1,,0,
Myrielle Lannister,,0,,,Myranda Lefford,Stafford Lannister,,House Lannister,,1,1,1,1,1,,,,,0,0,,0,
Noho Dimittis,,1,Braavosi,,,,,Iron Bank of Braavos,,0,0,0,1,1,,,,,0,0,,0,
Norne Goodbrother,Shatterstone,0,Ironborn,,,,,House Goodbrother of Shatterstone,,0,1,1,1,1,,,,,0,1,,0,
Norbert Vance,Lord of Atranta,1,,,,,,House Vance of Atranta,,0,0,1,1,1,,,,,0,1,,0,
Nymella Toland,Ghost Hill,0,Dornish,,,,,House Toland,,0,0,1,1,1,,,,,0,1,,0,
Nysterica,Septa,0,,,,,,,,0,0,1,1,1,,,,,0,0,,0,
Ollidor,Septon,1,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,
Ollo Lophand,,1,Tyroshi,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,
Olyvar Frey,,1,,281.0,Bethany Rosby,Walder Frey,,House Frey,,1,1,1,1,1,,,,,0,0,24.0,1,
Omer Blackberry,,0,,,,,,House Blackberry,,0,0,1,1,1,,,,,0,0,,0,
Olymer Tyrell,Ser,1,,,,,,House Tyrell,Lysa Meadows,0,0,1,1,0,,,,1.0,1,1,,0,
Ondrew Locke,Lord of Oldcastle,1,Northmen,,,,,House Locke,,0,1,1,1,1,,,,,0,1,,0,
Orbert Caswell,Lord Commander of the Night's Watch,1,,,,,,House Caswell,,0,0,0,1,0,,,,,0,1,,0,
Ordello,Magister of Pentos,0,Pentoshi,,,,,,,0,0,0,0,1,,,,,0,1,,0,
Omer Florent,Maester,0,,,,,,,,0,1,1,1,0,,,,,0,1,,0,
Orland of Oldtown,,1,,,,,,House Baratheon of King's Landing,,0,0,1,1,1,,,,,0,0,,0,
Ormond Yronwood,Yronwood,0,,,,,,House Yronwood,,0,0,0,0,0,,,,,0,1,,0,
Orphan Oss,,0,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,
Osbert Serry,Lord of Southshield,0,,,,,,House Serry,,0,0,0,1,1,,,,,0,1,,0,
Osmund Frey,,0,,297.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,8.0,0,
Oswell Kettleblack,,1,,,,,,House Kettleblack,,0,0,1,1,1,,,,,0,0,,0,
Ossifer Plumm,Lord,1,,,,,,House Plumm,Elaena Targaryen,0,0,1,1,1,,,,0.0,1,1,,0,
Otho Bracken,Ser,1,,,,,,House Bracken,,0,0,0,0,0,,,,,0,1,,0,
Ottyn Wythers,Ser,0,,230.0,,,,House Wythers,,0,1,1,0,0,,,,,0,1,69.0,0,
Owen Norrey,,0,Northern mountain clans,,,,,House Norrey,,0,0,1,1,0,,,,,0,0,,0,
Pate of the Blue Fork,Ser,1,,,,,,House Frey,Amerei Frey,0,1,1,1,0,,,,1.0,1,1,,0,
Patrek Mallister,,1,,,,,,House Mallister,,1,1,1,1,1,,,,,0,0,,0,
Patrek Vance,,0,,264.0,Maegelle Frey,Dafyn Vance,,House Vance,,0,1,1,1,0,,,,,0,0,41.0,0,
Perriane Frey,,0,,241.0,,,,House Haigh,Leslyn Haigh,0,1,1,1,1,,,,1.0,1,0,64.0,0,
Perra Frey,,0,,294.0,Mylenda Caron,Petyr Frey,,House Frey,,0,1,1,1,0,,,,,0,0,11.0,0,
Perwyn Frey,Ser,1,,269.0,Bethany Rosby,Walder Frey,,House Frey,,1,1,1,1,1,,,,,0,1,36.0,0,
Philip Foote,Ser,1,,,,,,House Foote,,0,1,1,0,1,,,,,0,1,,0,
Philip Plumm,Lord,1,,,,,,House Plumm,,0,0,1,1,1,,,,,0,1,,0,
Pono,KhalKo (formerly),0,Dothraki,,,,,,,1,1,1,1,1,,,,,0,1,,0,
Qarro Volentin,First Sword of Braavos,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,1,,0,
Qarlton Chelsted,Master of Coin,1,,,,,,House Chelsted,,0,0,1,1,0,,,,,0,1,,0,
Lord Commander Qorgyle,Lord Commander of the Night's Watch,1,,,,,,House Qorgyle,,0,0,1,0,0,,,,,0,1,,0,
Quent,,1,northmen,,,,,House Stark,,1,1,1,1,0,,,,,0,0,,0,
Quenten Banefort,Banefort,1,,,,,,House Banefort,,1,0,1,1,1,,,,,0,1,,0,
Quenton Hightower,Hightower,1,,,,,,House Hightower,,0,0,0,1,0,,,,,0,1,,0,
Quentyn Ball,Ser,1,,,,,,House Ball,,0,0,0,0,0,,,,,0,1,,0,
Quentyn Qorgyle,Sandstone,0,,,,,,House Qorgyle,,0,0,0,1,1,,,,,0,1,,0,
Quincy Cox,Serthe Knight of Saltpans,1,,,,,,House Cox,,0,0,0,1,0,,,,,0,1,,0,
Ragwyle,,0,Free folk,,,,,,,0,1,1,1,1,,,,,0,0,,0,
Ralf Kenning,CastellanCommander,1,Ironborn,,,,,House Kenning of Harlaw,,0,0,0,1,1,,,,,0,1,,0,
Raymun Redbeard,King-Beyond-the-Wall,1,free folk,,,,,,,0,0,0,0,0,,,,,0,1,,0,
Raynard,Septon,1,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,
Raynald Westerling,Ser,1,,,,,,House Westerling,,0,0,1,1,0,,,,,0,1,,0,
Red Alyn of the Rosewood,,1,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,
Raynard Ruttiger,Ser,0,,,,,,House Ruttiger,,0,0,0,1,1,,,,,0,1,,0,
Raymund Frey,Ser,1,,264.0,,,,House Frey,Beony Beesbury,0,1,1,1,1,,,,1.0,1,1,41.0,0,
Regenard Estren,Wyndhall,0,,,,,,House Estren,,1,0,1,1,1,,,,,0,1,,0,
Renly Norcross,,1,,296.0,,,,House Norcross,,0,1,1,1,0,,,,,0,0,9.0,0,
Renfred Rykker,Duskendale,1,,,,,,House Rykker,,0,0,0,1,1,,,,,0,1,,0,
Rhea Royce,Runestone,0,,,,,,House Royce,Daemon Targaryen,0,0,0,0,0,,,,0.0,1,1,,0,
Rennifer Longwaters,Chief Undergaoler,1,,,,,,House Longwaters,,0,0,0,1,1,,,,,0,1,,0,
Rhea Florent,,0,,,,,,House Florent,Leyton Hightower,0,1,1,1,0,,,,1.0,1,0,,0,
Rhogoro,Khalakka,1,Dothraki,,,,,,,1,0,0,1,0,,,,,0,1,,0,
Rickard Ryswell,,1,Northmen,,,,,House Ryswell,,0,0,0,1,1,,,,,0,0,,0,
Rickard Thorne,Ser,1,,,,,,House Thorne,,0,0,0,0,0,,,,,0,1,,0,
Rickard Wylde,,0,,295.0,,,,House Wylde,,0,1,1,1,0,,,,,0,0,10.0,0,
Robert Frey,,0,,286.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,19.0,0,
Robert Flowers,Ser,1,,,,,,Kingsguard,,0,0,0,1,0,,,,,0,1,,0,
Robert Brax,Ser,0,,,,,,House Brax,,0,1,1,0,0,,,,,0,1,,0,
Robin Hill,Lord Commander of the Night's Watch,1,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,1,,0,
Robin Flint,Lord of Flint's Finger,0,,,,,,House Flint of Widow's Watch,,1,1,1,1,0,,,,,0,1,,0,
Robin Moreland,Lord,1,,,,,,House Moreland,,0,0,0,1,1,,,,,0,1,,0,
Robin Ryger,Ser,1,,237.0,,,,House Ryger,,1,1,1,1,1,,,,,0,1,68.0,0,
Rodrik Flint,Lord Commander of the Night's Watch,1,,,,,,House Flint,,0,0,1,0,0,,,,,0,1,,0,
Rodrik Stark,King in the North,1,Northmen,,,,,House Stark,,1,0,0,0,0,,,,,0,1,,0,
Rodrik Ryswell,Rills,1,Northmen,,,,,House Ryswell,,0,0,0,1,1,,,,,0,1,,0,
Roger Hogg,Ser,1,,,,,,House Hogg,,0,0,0,1,0,,,,,0,1,,0,
Rodwell Stark,Winterfell,1,Northmen,,Alys Karstark,Brandon Stark son of Cregan,,House Stark,Myriame Manderly,0,1,0,0,0,,,,1.0,1,1,,0,
Rolland Longthorpe,Longsister,0,,,,,,House Longthorpe,,0,0,0,1,1,,,,,0,1,,0,
Rolland Uffering,Ser,1,,,,,,House Uffering,Rohanne Webber,0,0,0,0,0,,,,0.0,1,1,,0,
Ronel Rivers,,0,,,,,,House Frey,,1,1,1,1,1,,,,,0,0,,0,
Ronald Connington,Knight of Griffin's Roost,1,,,,,,House Connington,,0,0,0,0,1,,,,,0,1,,0,
Ronald Vance,Ser,1,,,,,,House Vance of Atranta,,0,0,1,1,0,,,,,0,1,,0,
Roro Uhoris,Cobblecat,1,Tyroshi,,,,,,,0,0,1,0,1,,,,,0,1,,0,
Royce Coldwater,Coldwater Burn,0,,,,,,House Coldwater,,0,0,0,1,0,,,,,0,1,,0,
Rufus Leek,Ser,0,,,,,,House Leek,,0,0,0,1,1,,,,,0,1,,0,
Rugen,Undergaoler,1,,,,,,,,1,0,1,1,0,,,,,0,1,,0,
Runcel Hightower,Lord Commander of the Night's Watch,1,,,,,,House Hightower,,0,0,1,0,0,,,,,0,1,,0,
Rupert Brax,Ser,1,,,,,,House Brax,,0,1,1,0,0,,,,,0,1,,0,
Rycherd Crane,Ser,0,,,,,,House Crane,Rylene Florent,0,1,1,1,0,,,,1.0,1,1,,0,
Ryam Redwyne,Ser,1,,,,,,House Redwyne,,1,1,1,1,0,,,,,0,1,,0,
Ryam Florent,Ser,1,,,,,,House Florent,,0,1,1,1,0,,,,,0,1,,0,
Ryger Rivers,,1,,,,,,House Frey,,1,1,1,1,1,,,,,0,0,,1,
Ryella Frey,,0,,294.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,11.0,0,
Ryella Royce,,0,,,,,,House Royce,Arwood Frey,0,1,1,1,0,,,,1.0,1,0,,0,
Rylene Florent,,0,,,,,,House Florent,Rycherd Crane,0,1,1,1,0,,,,1.0,1,0,,0,
Ryon Allyrion,Ser,1,Dornish,,,,,House Allyrion,Ynys Yronwood,0,0,1,1,1,,,,1.0,1,1,,0,
Saera Targaryen,Princess,1,Valyrian,61.0,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,100.0,0,
Sallei Paege,,0,,,,,,House Paege,Jammos Frey,0,1,1,1,0,,,,1.0,1,0,,0,
Sandor Frey,,0,,287.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,18.0,0,
Sarya Whent,Lady,0,,,,,,House Whent,Walder Frey,0,1,1,1,1,,,,1.0,1,1,,0,
Sarra Frey,,0,,285.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,20.0,0,
Sawane Botley,Lordsport,1,Ironborn,,,,,House Botley,,0,1,1,1,0,,,,,0,1,,0,
Scolera,Septa,0,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,
Sebaston Farman,Fair Isle,1,Westerman,,,,,House Farman,,0,0,0,1,1,,,,,0,1,,0,
Selwyn Tarth,,1,,245.0,,,,House Tarth,,0,1,1,1,1,,,,,0,0,60.0,0,
Selmond Stackspear,Lord,0,,,,,,House Stackspear,,0,0,1,1,1,,,,,0,1,,0,
Serala,Duskendale,0,Myrish,,,,,House Darklyn,Denys Darklyn,0,0,0,1,0,,,,1.0,1,1,,0,
Serwyn of the Mirror Shield,Ser,1,,,,,,Kingsguard,,0,0,0,0,0,,,,,0,1,,0,
Serra Frey,,0,,285.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,20.0,0,
Shella Whent,Harrenhal,0,Rivermen,,,,,House Whent,Walter Whent,1,1,1,1,1,,,,1.0,1,1,,1,
Shierle Swyft,,0,,,,,,House Swyft,Melwyn Sarsfield,0,0,1,1,0,,,,1.0,1,0,,0,
